Locals,Area,Bath,Floor,Zone,Price
2,76,1,0,Ostia Ponente,189000
2,61,1,2,San Basilio,194000
3,83,1,1,Bravetta,270000
3,102,2,R,Cipro,409000
2,52,1,1,Fidene,165000
4,115,2,4,Casaletto,385000
3,100,1,1,Cinecittà,225000
4,116,2,0,Cinecittà,319000
1,37,1,2,Ostia Ponente,105000
3,92,1,1,Testaccio,545000
4,95,1,1,Romanina,140000
3,65,1,5,Collina delle Muse,160000
4,90,2,1,Centocelle,210000
3,121,2,1,Trastevere,535000
4,150,2,4,Giuliano Dalmata,529000
3,100,1,0,Giuliano Dalmata,330000
2,70,1,4,Colli Albani,270000
5,140,3,0,Nuovo Salario,595000
4,105,2,1,Trionfale,320000
3,70,1,2,Castelverde,119000
5+,350,3+,2,Repubblica,1500000
2,70,1,8,Cinecittà,185000
3,90,2,2,Porta di Roma,365000
3,70,1,0,Borghesiana,220000
4,95,1,3,Nuovo Salario,347000
3,70,1,3,Fidene,180000
3,80,1,2,Ostia Ponente,183000
3,90,1,0,Borghesiana,155000
1,37,1,0,Val Cannuta,225000
2,63,1,6,Torre Spaccata,175000
3,90,2,1,Ponte Milvio,480000
2,65,1,1,Axa,149000
2,45,1,0,Vitinia,135000
4,120,2,4,Rinnovamento,680000
2,40,1,0,Pigneto,99000
5,170,2,5,Villa Gordiani,450000
3,100,1,1,Ostia Levante,180000
3,85,1,3,Centocelle,185000
5,155,2,3,Nuovo Salario,560000
5,135,3+,1,Torrevecchia,335000
3,102,1,5,Valli,165000
3,87,1,1,Vigna Stelluti,275000
3,80,2,3,Ostia Ponente,139000
2,30,1,1,La Giustiniana,64000
4,86,2,2,Torresina,270000
3,70,1,2,Labaro,160000
3,120,2,0,Tomba di Nerone,299000
2,65,1,7,Marconi,265000
3,80,1,6,Esquilino,595000
4,110,2,3,Piccolomini,399000
2,50,1,1,Colli Aniene,179000
3,102,1,6,Furio Camillo,379000
1,39,1,1,Torre Angela,64000
3,78,1,3,Trastevere,440000
3,78,1,3,Marconi,269000
4,120,1,2,Val Cannuta,320000
4,105,2,2,Piazza del Popolo,990000
2,80,2,A,Prati,560000
4,100,2,1,Corviale,310000
3,154,2,5,Monte Sacro,383475
5,170,2,2,Villa Chigi,539000
4,114,2,1,Villa Chigi,389000
2,50,1,4,Piazzale degli Eroi,240000
2,62,1,1,Saxa Rubra,129000
3,109,1,9,Ostiense,187500
4,105,1,1,Arco di Travertino,168300
90,Totale superficie principale,Totale superficie commerciale,5,Nuovo Salario,174000
5,170,2,2,Balduina,559000
3,90,2,11+,Eur,495000
4,125,3,11+,Eur,695000
5,169,2,4,Trionfale,480000
3,78,1,A,Cortina d'Ampezzo,390000
3,113,2,0,Villa Chigi,479000
2,77,1,1,Prati,485000
5+,480,3+,0,Vigna Stelluti,1190000
3,75,1,3,Pigneto,169000
5,146,3,1,Tomba di Nerone,368000
5,160,3,S,Euclide,840000
5+,140,2,0,Villa Chigi,595000
5+,248,2,5,Giuliano Dalmata,740000
5,165,2,1,San Lorenzo,490000
5,170,3,2,Coppedè,690000
2,65,1,0,Centocelle,139000
2,60,1,0,Torre Spaccata,147000
4,141,2,A,Città Giardino,690000
5,110,2,0,Mostacciano,395000
3,105,2,A,Delle Vittorie,570000
1,41,1,2,Torre Spaccata,79000
2,77,1,R,Torre Angela,119000
3,76,1,3,Torre Spaccata,169000
1,45,1,0,Centocelle,115000
3,89,1,1,Torre Maura,179000
5,307,3+,A,Baldo degli Ubaldi,990000
2,65,1,1,Porta di Roma,225000
2,45,1,1,Porta di Roma,149000
2,54,1,3,Porta di Roma,185000
3,93,1,2,Ostia Levante,305000
4,116,1,9,Villa Chigi,399000
2,70,1,2,Nuovo Salario,249000
3,100,1,4,Delle Vittorie,510000
2,75,1,3,Muratella,255000
2,50,1,0,Aventino,235000
4,92,2,0,Morena,239000
3,96,2,2,Castelverde,145000
4,110,1,A,Repubblica,825000
2,50,1,2,Castelverde,89000
3,90,1,A,Montagnola,215000
2,60,2,2,Spagna,870000
3,110,2,1,Piazzale degli Eroi,395000
5,130,2,0,Casalotti,235000
3,50,1,1,Collina delle Muse,139000
3,170,2,0,Casal Selce,250000
2,60,1,3,Centocelle,173000
3,85,2,3,Corviale,365000
3,90,1,1,Piccolomini,315000
2,51,1,3,Boccea,169000
2,70,1,0,Piccolomini,255000
3,87,1,1,Vigna Stelluti,275000
2,72,1,4,Torrevecchia,245000
3,105,1,3,Cinecittà,249000
3,67,1,0,Monte Spaccato,169000
2,45,1,3,Centocelle,125000
4,81,2,2,La Giustiniana,240000
2,60,1,3,Piccolomini,328000
2,60,1,R,Torre Spaccata,139000
3,67,1,1,Boccea,215000
4,91,1,4,Saxa Rubra,255000
3,104,2,A,Ostia Ponente,379000
2,80,1,1,Val Cannuta,199000
3,90,1,1,Colle Oppio,550000
2,35,1,A,Torre Spaccata,99000
1,32,1,3,Torpignattara,129000
3,163,2,0,Appio Latino,670000
2,55,1,2,Bravetta,120000
3,70,1,4,Montagnola,338000
5+,206,3,1,La Giustiniana,489000
4,130,2,4,Tomba di Nerone,220000
2,67,1,1,Casaletto,189000
4,115,2,4,Piccolomini,550000
5,130,2,0,Torrino,530000
3,130,2,1,Cinecittà,630000
4,189,3,0,Garbatella,395000
3,90,1,A,Cinecittà,224000
2,65,1,A,Malafede,189000
3,55,1,1,Castelverde,52000
2,55,1,2,Cipro,350000
3,85,1,1,Pigneto,180000
5,140,1,0,Mostacciano,430000
3,73,1,0,Portuense,250000
1,51,1,0,Cinecittà,155000
2,73,1,1,Torrino,328000
4,185,3+,0,Parioli,845000
3,150,2,4,Prati,950000
3,135,garantito,A,Piazza del Popolo,1350000
2,40,1,S,Quadraro,124000
2,65,1,A,La Giustiniana,245000
2,86,1,3,Garbatella,300000
2,75,1,A,La Giustiniana,285000
3,90,1,0,La Storta,180000
2,65,1,0,Parioli,339000
3,91,1,2,Monteverde Vecchio,300000
2,56,1,2,Esquilino,255000
2,60,1,2,Cipro,360000
3,96,2,6,Pigneto,380000
2,64,1,1,Bologna,240000
5,80,1,2,Nuovo Salario,230000
5+,156,2,A,Monte Sacro,970000
2,50,1,S,Porta Pia,205000
5,150,2,1,Massimina,240000
3,90,1,A,Bologna,290000
5,130,2,3,Marconi,429000
4,124,2,2,Casaletto,379000
3,136,1,6,Bologna,650000
2,45,1,5,Esquilino,210000
1,36,1,2,Esquilino,195000
5+,120,2,0,Monteverde Vecchio,480000
2,60,1,R,Casal Palocco,105000
3,83,1,0,Colle del Sole,188000
4,115,2,1,Monte Sacro,299000
2,65,1,7,Casal Bruciato,186000
4,158,2,2,Balduina,495000
2,30,1,A,Bravetta,125000
2,41,1,1,Centocelle,119000
4,97,2,2,Casal Monastero,210000
2,50,1,A,Torre Spaccata,99000
4,148,3,6,Tintoretto,545000
3,107,2,A,Monteverde Vecchio,405000
4,146,3+,2,Spagna,1350000
3,85,1,A,Borghesiana,129000
3,65,1,2,Fidene,147000
5+,211,3,2,Vigna Stelluti,795000
3,86,2,1,Monte Spaccato,145000
3,61,1,1,Cinecittà,219000
2,49,1,0,Casalotti,139000
5,152,2,0,La Giustiniana,359000
4,120,2,1,Nuovo Salario,450000
2,77,1,1,Monteverde Vecchio,290000
4,160,2,7,Monteverde Nuovo,549000
3,84,2,1,Acilia,205000
2,75,1,4,Ostia Levante,199000
1,50,1,2,Torre Spaccata,89000
4,140,2,4,Piccolomini,670000
2,50,1,3,Tomba di Nerone,180000
2,55,1,A,Centocelle,149000
3,110,1,1,Ostia Ponente,179000
3,105,1,3,Ostia Levante,229000
2,45,1,2,Acilia,129000
4,101,1,4,Ostia Levante,199000
4,132,2,R,Statuario,449000
2,75,1,0,Muratella,195000
4,140,1,3,Ostia Ponente,260000
4,120,1,4,Piccolomini,550000
3,120,1,2,Giuliano Dalmata,385000
4,130,2,6,Pigneto,285000
5+,187,2,0,Villa Ada,1100000
3,135,2,1,Appia Pignatelli,445000
2,70,1,3,Torrevecchia,189000
5,150,2,2,Nuovo Salario,450000
4,128,2,7,Roma 70,293000
2,80,1,A,Valli,380000
5+,179,2,2,Casalotti,253000
5,142,2,3,Prati,780000
3,110,1,4,Baldo degli Ubaldi,395000
1,35,1,A,Torre Spaccata,99000
3,85,1,3,Porta di Roma,359000
4,103,2,3,Villa Bonelli,420000
5+,155,3,2,Romanina,318000
5,174,3,3,Delle Vittorie,880000
2,34,1,0,Pigneto,115000
5+,150,2,5,Monte Sacro,383475
5,94,1,1,Colli Albani,225000
3,59,1,1,Borghesiana,79000
3,67,1,2,Prima Porta,125000
4,131,2,4,Casaletto,345000
4,80,1,1,La Storta,125000
2,60,1,R,Torre Spaccata,145000
3,70,2,1,La Storta,159000
4,67,1,R,Monte Spaccato,169000
2,70,1,2,La Rustica,155000
3,70,1,2,Cortina d'Ampezzo,315000
3,91,1,4,Garbatella,340000
2,65,1,2,Piccolomini,265000
2,47,1,A,Morena,65000
5+,255,2,5,Euclide,515500
2,50,2,0,Romanina,179000
4,130,2,1,Torrino,350000
3,90,1,A,Cinecittà,245000
4,100,1,0,Prima Porta,169000
2,70,1,2,Torre Angela,105000
3,105,1,1,Nuovo Salario,299000
4,102,2,1,Porta Pia,580000
4,119,2,2,Monte Sacro,319000
1,45,1,1,Furio Camillo,175000
4,105,2,R,La Giustiniana,379000
4,110,2,2,Nuovo Salario,359000
4,124,2,1,Monteverde Vecchio,970000
2,55,1,1,Marconi,190000
3,85,1,A,Torre Gaia,285000
3,78,2,A,Bravetta,315000
2,55,1,1,Malafede,148000
2,63,1,3,Casal Bertone,219000
2,35,1,1,Ostia Antica,125000
3,100,2,R,Borghesiana,129000
5+,339,3+,0,Farnesina,1390000
4,89,1,R,Boccea,269000
2,40,1,5,Saxa Rubra,139000
3,90,1,A,Marconi,260000
5+,150,2,2,Baldo degli Ubaldi,450000
2,70,1,8,Marconi,235000
3,82,2,7,Castel di Leva,265000
2,58,1,4,Centocelle,205000
2,55,1,1,Mezzocammino,215000
1,50,1,0,Pigneto,189000
3,106,1,6,Colle del Sole,280000
3,84,1,1,Bravetta,210000
3,91,2,2,Mezzocammino,330000
5,121,2,1,Delle Vittorie,420000
5+,360,3+,0,Saxa Rubra,530250
5,148,2,4,Città Giardino,359000
3,85,1,0,Portuense,290000
2,55,1,A,Mezzocammino,249000
2,70,1,0,Monte Sacro,270000
3,90,1,4,Marconi,310000
3,85,1,R,Re di Roma,279000
2,64,1,7,Flaminio,450000
3,90,1,1,Torre Angela,140000
4,110,2,S,Coppedè,450000
3,70,1,1,Castelverde,125000
2,90,2,2,Morena,175000
3,87,1,7,Casalotti,150000
3,105,2,A,Giuliano Dalmata,390000
3,130,2,4,Valle Aurelia,760000
2,89,2,8,Magliana,175000
3,87,2,1,Cipro,390000
2,58,1,2,San Basilio,109000
4,90,1,4,Valli,350000
4,95,1,R,Corcolle,139000
5+,270,3+,0,Farnesina,1250000
4,100,1,3,Spinaceto,180000
2,70,1,R,San Giovanni,360000
3,100,2,2,Ostia Levante,229000
2,58,1,1,Infernetto,120000
3,141,2,3,Tomba di Nerone,450000
5,190,3,5,Fleming,1050000
5+,179,3,0,Piccolomini,800000
3,79,1,0,Vitinia,125000
2,60,1,0,Tufello,225000
4,100,2,2,Muratella,225000
3,90,2,0,Primavalle,319000
4,147,1,3,Villa Ada,530000
4,120,2,6,Montagnola,750000
5+,207,3,4,Farnesina,741405
3,70,1,0,Castelverde,130000
4,110,1,3,Val Cannuta,395000
4,140,2,3,Monteverde Nuovo,435000
3,136,2,0,Corviale,430000
3,80,2,1,Castelverde,135000
2,67,1,0,Labaro,109000
1,28,1,0,Colli Albani,145000
2,45,1,1,Borghesiana,135000
4,150,2,4,Vigna Stelluti,650000
3,110,1,0,Monteverde Vecchio,390000
4,125,2,4,Torre Maura,270000
5,140,2,2,Morena,289000
2,67,1,0,Primavalle,215000
2,50,1,2,Torre Spaccata,99000
2,66,1,4,Cinecittà,175000
3,75,1,3,La Storta,189000
5+,230,3,5,Piccolomini,790000
4,115,3,1,Medaglie d'Oro,430000
3,78,1,1,Ponte Mammolo,240000
3,82,2,R,San Giovanni,450000
3,113,2,1,Torrino,419000
3,80,2,1,Mezzocammino,325000
3,90,2,3,Monteverde Nuovo,179000
1,42,1,7,Flaminio,155000
3,100,2,2,Casaletto,450000
5,152,2,8,Serpentara,345000
2,60,1,1,Castel di Leva,120000
2,82,1,2,Trastevere,340000
2,80,1,2,Porta Pia,550000
2,53,1,1,Due Ponti,215000
2,45,1,0,Corviale,109000
3,100,2,1,Torrino,390000
2,75,1,2,Giuliano Dalmata,160000
2,50,1,1,Prima Porta,99000
3,120,2,0,Bufalotta,315000
5,172,2,R,Flaminio,1090000
5,120,2,2,Ostia Levante,245000
4,130,1,1,San Godenzo,540000
2,60,1,1,Bravetta,239000
2,90,2,3,La Giustiniana,209000
3,80,2,3,Romanina,253000
2,70,1,5,Marconi,250000
4,150,1,5,Centocelle,370000
2,40,1,2,Monteverde Nuovo,215000
5+,500,3+,6,Trastevere,9800000
3,91,1,0,Cinecittà,230000
5,170,2,A,Dragona,289000
2,41,1,0,Torre Spaccata,130000
1,50,1,7,Due Ponti,88000
3,80,1,3,Monteverde Nuovo,325000
2,50,1,3,Colle del Sole,155000
5,125,1,0,Bologna,368000
3,56,2,2,Montagnola,295000
1,35,1,R,Colli Albani,135000
2,60,1,1,Monti,480000
3,82,1,3,Torre Spaccata,158000
2,103,Totale superficie principale,0,Settecamini,96750
4,90,3,1,Largo Argentina,670000
5,120,2,1,Villa Bonelli,495000
5+,150,2,4,Borgo,949000
3,150,2,0,Acilia,410000
2,67,1,2,Bologna,360000
5,200,2,1,Monte Sacro,337428
3,95,1,1,Monteverde Nuovo,290000
2,75,1,3,Testaccio,350000
3,88,1,2,Furio Camillo,320000
4,120,2,1,Portuense,330000
4,88,2,2,La Storta,218000
3,80,1,R,Cinecittà,199000
4,177,2,2,Delle Vittorie,960000
4,175,2,4,Vigna Stelluti,660000
3,92,1,1,Ostia Levante,180000
3,70,1,A,Pineta Sacchetti,280000
4,136,2,1,Re di Roma,849000
3,80,1,7,San Giovanni,395000
2,80,1,A,Bologna,449000
4,150,2,A,Morena,290000
3,82,1,3,Appio Latino,349000
3,87,2,3,Casal Palocco,218000
2,45,1,4,Torre Angela,115000
3,95,1,2,Casalotti,149000
4,109,1,1,Anagnina,264000
5+,250,3,A,Montagnola,880000
4,155,1,3,Villa Chigi,539000
4,150,3,3,San Godenzo,479000
5,130,2,7,Spinaceto,258000
5+,190,2,1,Fori Imperiali,829000
4,150,2,3,Fonte Ostiense,490000
2,71,1,0,San Lorenzo,340000
5,162,2,2,Villa Chigi,450000
5,90,2,R,Prima Porta,109000
3,120,1,0,Parioli,395000
5,125,2,0,Bravetta,448000
3,113,2,5,Torre Spaccata,245000
2,55,1,1,Ponte di Nona,113000
2,55,1,0,Ponte di Nona,123000
3,65,1,2,Boccea,199000
3,90,1,4,Trastevere,540000
4,95,1,A,Re di Roma,520000
3,75,2,4,Esquilino,375000
3,129,2,2,Olgiata,229000
5+,314,3+,0,Eur,1150000
4,110,2,A,Saxa Rubra,475000
2,60,1,3,Colli Aniene,195000
4,120,2,4,Baldo degli Ubaldi,450000
4,100,2,1,Torrino,280000
4,115,1,4,Monteverde Nuovo,539000
4,75,1,A,Monte Spaccato,218000
3,110,2,2,Valle Aurelia,435000
3,90,1,2,Piccolomini,520000
2,69,1,3,Portuense,249000
4,110,2,3,Torre Gaia,250000
4,130,2,5,Mostacciano,429000
3,77,2,A,Ponte di Nona,165000
2,50,1,2,Castelverde,110000
2,80,1,7,Torpignattara,180000
4,116,1,3,Casal Bruciato,338000
5+,160,2,0,Balduina,480000
3,80,2,4,Ostia Ponente,330000
4,168,2,A,Centocelle,630000
2,60,1,3,Monte Sacro,185000
4,135,2,3,Cortina d'Ampezzo,595000
2,66,1,7,Tintoretto,279000
3,85,1,3,Torre Spaccata,149000
4,100,2,A,Tor de' Cenci,169000
3,107,2,1,Saxa Rubra,450000
2,45,1,0,Villa Chigi,189000
3,90,1,1,Acilia,219000
2,65,1,1,Malafede,165000
3,90,1,1,Torre Spaccata,219000
2,65,1,2,Monteverde Nuovo,259000
3,90,1,5,Valli,75000
2,50,1,5,Pigneto,175000
2,70,1,2,Trionfale,185000
3,90,1,1,Torre Spaccata,159000
4,150,2,0,Torre Gaia,229000
3,95,1,1,Torre Spaccata,179000
5,148,2,2,Parioli,770000
3,100,1,3,Bravetta,289000
3,110,1,S,Esquilino,335000
5+,158,2,3,Villa Chigi,599000
3,95,1,1,Colle Oppio,355000
4,170,2,4,Sallustiano,830000
3,65,1,R,Pigneto,185000
3,100,1,3,Monteverde Nuovo,370000
3,105,2,4,Fori Imperiali,695000
3,70,1,2,Testaccio,315000
3,80,1,2,Esquilino,465000
2,90,1,8,Città Giardino,255000
4,130,1,R,Corviale,369000
4,120,2,0,La Storta,225000
3,90,1,1,Bologna,335000
3,117,1,2,San Giovanni,330000
2,60,1,2,Colle del Sole,179000
3,110,2,4,Saxa Rubra,310000
3,85,1,2,Bravetta,299000
3,90,1,R,Torre Spaccata,163000
4,185,3,1,Cortina d'Ampezzo,519000
5+,150,2,1,Flaminio,830000
1,45,1,1,Mezzocammino,170000
4,140,1,3,Esquilino,510000
3,100,2,2,Cinecittà,290000
2,70,1,1,Tomba di Nerone,215000
3,102,1,A,Cinecittà,249000
5,140,2,2,Vigna Stelluti,495000
3,95,1,2,Finocchio,129000
4,128,2,1,Giuliano Dalmata,495000
5+,250,3+,3,Cipro,1140000
4,140,2,7,San Paolo,300000
5,155,2,6,Villa Chigi,375000
3,123,1,0,Villa Chigi,479000
2,62,1,R,Torre Spaccata,145000
4,120,2,1,Villa Gordiani,285000
3,90,2,2,Vigna Stelluti,530000
3,100,1,0,Flaminio,425000
3,67,1,0,Balduina,275000
5+,170,3,A,Borghesiana,279000
5,120,2,1,Monte Sacro,239000
3,86,2,2,Bravetta,206000
3,104,1,2,Pigneto,225000
3,72,1,4,Furio Camillo,255000
2,65,1,1,Ponte Galeria,149000
3,87,1,5,Cinecittà,265000
3,85,2,3,Monte Sacro,279000
1,13,1,S,Trigoria,30000
3,80,1,2,Bologna,335000
5,111,1,4,Furio Camillo,419000
3,75,1,1,Ponte di Nona,165000
2,84,1,3,Cinecittà,108750
2,82,1,5,Bravetta,270000
2,61,1,1,Bravetta,147000
2,42,1,0,Monteverde Nuovo,155000
2,61,1,2,Bravetta,145500
2,65,1,5,San Giovanni,335000
4,123,3,2,Rinnovamento,399000
3,105,1,3,Prati,420000
5,190,1,R,Prati,850000
4,125,1,3,Monteverde Nuovo,415000
2,69,1,2,Trionfale,195000
3,98,2,2,San Giovanni,345000
3,85,1,3,Villa Gordiani,235000
2,30,1,0,Marconi,169000
4,85,2,A,La Giustiniana,275000
1,40,1,2,Olgiata,89000
3,80,1,R,Borghesiana,149000
4,153,2,4,Trastevere,570000
3,113,1,1,Bologna,480000
2,65,1,2,Cinecittà,185000
5,140,2,4,Appio Latino,580000
3,85,1,4,Cinecittà,235000
1,40,1,3,Ponte di Nona,83000
3,110,2,4,Saxa Rubra,310000
2,46,1,2,Porta di Roma,230000
4,100,1,3,Pigneto,249000
5+,179,2,0,Torre Maura,280000
2,53,1,0,Centocelle,109000
3,90,1,1,Tor Cervara,209000
4,135,2,3,Casaletto,385000
2,50,1,R,Val Cannuta,280000
3,85,1,2,Massimina,229000
3,143,2,A,Marconi,530000
2,70,1,4,Centocelle,149000
3,70,1,1,Tomba di Nerone,215000
3,85,1,1,Piccolomini,360000
5+,165,2,4,Tomba di Nerone,439000
3,74,1,7,Quadraro,108750
2,106,1,R,Repubblica,180000
3,90,1,5,Centocelle,320000
5+,152,2,0,La Giustiniana,359000
4,130,2,0,Casalotti,235000
4,105,1,5,Centocelle,300000
3,105,1,5,Nuovo Salario,300000
5+,300,3,1,Fonte Ostiense,849000
3,105,1,1,Balduina,390000
2,59,1,3,Arco di Travertino,114000
1,49,1,1,Pietralata,169000
4,130,2,1,Torre Spaccata,316000
3,80,2,0,Vigna Stelluti,435000
3,71,2,3,Casal Palocco,155000
5,155,2,3,Mezzocammino,380000
3,80,2,0,Vigna Stelluti,435000
3,50,1,1,Collina delle Muse,139000
2,53,1,1,Castro Pretorio,180000
5,120,2,1,Ostia Levante,298000
2,40,1,2,Acilia,109000
3,100,2,2,Corviale,175000
3,100,2,0,Torre Gaia,339000
2,65,1,2,Centocelle,149000
3,84,1,4,Boccea,109200
3,100,2,2,Case Rosse,175000
2,70,1,3,Torpignattara,139000
3,108,1,1,Ostia Antica,188000
5,130,2,3,Monte Sacro,390000
5,130,3+,3,Esquilino,745000
2,63,1,S,Boccea,135000
5,200,2,1,Trastevere,800000
5+,163,2,2,Prati,850000
2,50,1,2,Tomba di Nerone,119000
4,118,2,5,Trastevere,830000
2,75,1,0,Tomba di Nerone,195000
2,80,1,3,Monteverde Vecchio,295000
3,85,2,3,Torre Spaccata,179000
3,105,1,R,Dragona,179000
4,120,2,1,Morena,235000
4,110,2,3,Casaletto,499000
4,124,2,3,Castelverde,136500
5+,250,3+,0,Rinnovamento,529000
3,110,1,1,Corcolle,99000
3,125,1,5,Cinecittà,449000
2,40,1,1,Castelverde,70000
5,165,3,S,Piazza Navona,371256
2,88,1,A,Pantheon,570000
3,85,1,1,Cinecittà,225000
4,140,2,2,Fontana Candida,215000
3,80,2,4,Colle del Sole,219000
3,80,2,A,Mostacciano,340000
1,35,1,10,Flaminio,250000
2,55,1,S,Cipro,180000
5+,215,3,5,Val Cannuta,785000
2,65,1,7,Casal Bertone,185000
4,87,1,7,Cinecittà,299000
3,45,1,2,Fontana Candida,24000
3,80,1,3,Centocelle,198000
4,100,2,0,Parioli,1180000
3,120,2,4,Torrino,285000
3,90,2,4,Trastevere,565000
2,70,2,2,Barberini,469000
2,60,1,5,Magliana,75000
4,185,3+,A,Vigna Stelluti,870000
3,90,2,2,Ostia Ponente,199000
4,107,2,2,Trastevere,385000
4,100,2,0,Trastevere,678000
3,85,2,A,Val Cannuta,380000
3,87,1,3,Tor de' Schiavi,255000
3,100,2,A,Nuovo Salario,520000
2,47,1,0,Centocelle,149000
2,55,1,A,Casalotti,125000
4,95,1,2,Porta di Roma,275000
5,197,3,2,Farnesina,1090000
3,80,2,5,Mostacciano,340000
4,120,1,3,Val Cannuta,475000
3,100,1,2,Pigneto,330000
3,100,2,0,Romanina,289000
2,65,1,2,Tor Vergata,124000
3,85,2,2,Casal Monastero,225000
1,40,1,S,Borghesiana,59000
5,180,2,1,Appio Latino,639000
5,120,2,2,Val Cannuta,435000
2,50,1,0,Trigoria,149000
2,50,1,0,Trevi,219000
3,85,1,7,Cinecittà,225000
3,120,2,6,Furio Camillo,560000
2,40,1,0,Serpentara,94000
5,176,2,3,Valli,520000
5,150,2,5,Ostia Ponente,350000
2,60,1,0,Ostia Antica,155000
3,70,1,R,Casalotti,165000
3,100,2,5,Casal Bruciato,310000
5,110,2,0,La Rustica,300000
4,115,2,3,Morena,318000
3,65,1,0,Villa Chigi,229000
3,110,1,A,Casaletto,500000
2,65,1,5,Torrino,280000
2,45,1,0,Villa Chigi,189000
2,67,1,0,Primavalle,215000
3,85,2,6,Muratella,249000
4,150,2,1,Morena,409000
3,124,2,2,Pineta Sacchetti,359000
2,69,1,1,Montagnola,199000
4,144,2,1,Delle Vittorie,630000
5+,297,3,3,Coppedè,1350000
4,130,1,3,Monteverde Vecchio,440000
2,35,1,1,La Giustiniana,54000
3,90,2,2,Torre Gaia,259000
1,25,1,3,Tomba di Nerone,60000
3,85,1,4,Magliana,265000
3,80,1,2,Appio Latino,390000
3,67,1,1,Finocchio,95000
2,53,1,R,Repubblica,180000
2,75,1,S,Piazzale degli Eroi,235000
2,70,1,5,Re di Roma,320000
2,70,1,3,Magliana,169000
1,35,1,2,Borghesiana,136469
2,64,1,1,Torre Spaccata,95931
2,45,1,2,Borghesiana,205190
5,130,1,1,Fonte Ostiense,350000
2,77,1,2,Borghesiana,90000
5+,220,3,5,Fleming,880000
5,110,2,2,Portuense,419000
3,100,1,1,Prati,495000
5+,139,2,2,La Storta,299000
4,125,2,3,Piazza del Popolo,890000
2,72,1,5,Marconi,225000
3,78,1,2,Torpignattara,112500
2,80,1,7,Villa Gordiani,100980
4,128,2,1,Casal Bruciato,162000
3,116,1,5,Fori Imperiali,1400000
4,115,1,3,Delle Vittorie,550000
2,74,1,6,Garbatella,255000
2,55,1,R,Colle del Sole,145000
4,135,2,0,Casal Boccone,508000
3,90,1,4,Portuense,259000
4,140,2,0,Marconi,320000
4,81,1,0,Bufalotta,159000
2,70,1,3,Piccolomini,340000
2,73,1,4,Campo de' Fiori,370000
3,95,1,1,Boccea,259000
2,53,1,A,Torrino,249000
2,72,1,A,Bufalotta,205000
3,85,2,4,San Basilio,249000
2,54,1,A,Torrino,245000
5+,350,3,3,Balduina,595000
4,118,2,2,La Rustica,269000
2,78,1,2,Torpignattara,155000
5+,189,2,A,Appio Latino,689000
5+,296,2,R,Parioli,1400000
2,89,2,0,Monte Sacro,299000
5+,300,2,2,Villa Ada,1390000
2,79,1,1,Val Cannuta,273000
5,133,2,3,Monte Sacro,345000
3,100,2,0,Mostacciano,380000
5,145,2,4,Montagnola,530000
5+,280,3+,A,Vigna Stelluti,1480000
2,50,1,1,Val Cannuta,199000
4,130,2,7,Policlinico,540000
5,150,2,2,Parioli,645000
4,134,1,7,San Paolo,369000
5+,220,3,A,La Storta,439000
5,147,2,8,Marconi,395000
3,75,1,5,Pigneto,185000
3,44,1,S,Prima Porta,35000
2,60,1,5,Nuovo Salario,189000
2,74,1,1,Villa Gordiani,199000
2,70,1,4,Pigneto,129000
3,75,2,0,Torre Spaccata,259000
3,83,2,2,Marconi,315000
2,55,1,1,Castelverde,89000
3,86,2,1,Valli,285000
4,90,1,1,Trionfale,248000
3,93,1,1,Nuovo Salario,240000
3,97,2,3,Torrino,395000
3,98,2,5,Torrino,398000
3,85,1,1,Mezzocammino,359000
2,53,1,2,Acilia,115000
3,71,2,5,Torrino,350000
3,93,2,A,Torrino,429000
3,113,2,3,Mostacciano,395000
3,116,2,1,Mostacciano,399000
2,54,1,2,Tufello,225000
2,60,1,3,Trastevere,315000
3,87,1,A,Torrino,449000
2,62,1,3,Torrino,285000
4,130,2,2,San Giovanni,545000
5+,258,3,2,Vigna Stelluti,930000
3,107,2,5,Torrino,389000
2,35,1,3,Porta di Roma,169000
5+,358,3+,3,Coppedè,1720000
4,150,2,5,Parioli,850000
5,191,2,3,Mezzocammino,465000
2,84,1,0,Mostacciano,255000
5+,261,3,R,Saxa Rubra,625000
2,59,1,3,San Paolo,95000
5,162,3,3,Coppedè,820000
2,47,1,2,Monte Migliore,98000
3,80,1,0,Mostacciano,199000
4,105,2,8,Spinaceto,259000
3,77,2,3,Mostacciano,349000
5+,90,1,A,Casalotti,90000
4,70,1,1,Valle Santa,105000
3,107,2,4,Delle Vittorie,540000
2,60,1,3,Tor Cervara,189000
4,103,1,3,Balduina,328000
3,60,1,1,Casalotti,159000
2,68,1,1,San Lorenzo,215000
5,130,2,7,Baldo degli Ubaldi,469000
5+,320,3+,4,Piazzale degli Eroi,1090000
3,95,1,5,Re di Roma,349000
3,65,1,1,Villa Chigi,370000
5,150,2,1,Balduina,585000
3,103,1,3,Ostia Levante,229000
3,110,1,1,Cinecittà,369000
1,40,1,0,Torre Spaccata,79000
3,90,2,3,Acilia,215000
4,138,1,3,Torrino,535000
4,102,1,5,Garbatella,349000
2,60,1,1,Casal Palocco,185000
4,110,1,3,Ostia Levante,219000
2,60,1,0,Ostia Antica,155000
3,70,1,0,Corviale,245000
3,68,1,0,Porta di Roma,225000
5+,170,3,1,Vitinia,385000
2,50,1,A,Malafede,167000
